457634.281,4099477.630,3452.180
457634.295,4099477.638,3452.184
457634.305,4099477.656,3452.184
457634.318,4099477.604,3452.181
457634.341,4099477.577,3452.174
457634.335,4099477.584,3452.175
457634.319,4099477.561,3452.161
457634.316,4099477.441,3452.166
457634.319,4099477.494,3452.175
457634.330,4099477.466,3452.163
457634.363,4099477.517,3452.173
457634.362,4099477.549,3452.177
457634.395,4099477.520,3452.166
457634.373,4099477.543,3452.170
457634.550,4099477.485,3452.340
457634.687,4099477.627,3452.251
457634.489,4099477.757,3452.221
457634.236,4099477.499,3452.082
457634.233,4099477.391,3452.060
457634.112,4099477.425,3452.091
457634.161,4099477.449,3452.085
457634.130,4099477.370,3452.092
457634.087,4099477.432,3452.081
457634.061,4099477.561,3452.092
457634.196,4099477.413,3452.066
457634.231,4099477.438,3452.077
457634.193,4099477.517,3452.081
457634.203,4099477.423,3452.077
457633.998,4099477.232,3451.977
457633.771,4099476.726,3451.860
457633.731,4099476.365,3451.813
457633.626,4099476.332,3451.806
457633.537,4099476.160,3451.723
457633.404,4099476.065,3451.640
457633.093,4099475.993,3451.648
457632.889,4099475.908,3451.558
457632.653,4099475.767,3451.422
457632.472,4099475.240,3451.156
457632.359,4099474.645,3451.084
457632.224,4099474.118,3450.798
457632.049,4099473.485,3450.566
457631.763,4099472.917,3450.474
457631.454,4099472.324,3450.265
457631.130,4099471.454,3449.948
457630.937,4099470.825,3449.809
457630.784,4099470.377,3449.646
457630.440,4099469.971,3449.477
457630.146,4099469.630,3449.392
457629.818,4099469.325,3449.199
457629.464,4099468.843,3449.034
457629.076,4099468.569,3448.950
457628.743,4099468.167,3448.795
457628.490,4099467.812,3448.652
457628.051,4099467.436,3448.469
457627.783,4099467.048,3448.307
457627.610,4099466.556,3448.159
457627.318,4099466.074,3447.973
457626.934,4099465.640,3447.794
457626.567,4099465.257,3447.626
457626.210,4099464.887,3447.441
457626.061,4099464.359,3447.322
457625.871,4099463.749,3447.172
457625.504,4099463.364,3447.054
457625.116,4099462.861,3446.866
457624.699,4099462.498,3446.637
457624.347,4099462.208,3446.540
457623.886,4099461.949,3446.387
457623.532,4099461.519,3446.142
457623.109,4099461.026,3446.013
457622.725,4099460.627,3445.847
457622.487,4099460.046,3445.747
457622.196,4099459.355,3445.553
457621.992,4099458.720,3445.360
457621.641,4099458.228,3445.182
457621.240,4099457.714,3444.947
457620.904,4099457.131,3444.854
457620.583,4099456.506,3444.728
457620.225,4099455.990,3444.550
457619.828,4099455.385,3444.467
457619.441,4099454.736,3444.191
457619.052,4099453.907,3444.023
457618.580,4099453.220,3443.985
457618.146,4099452.567,3443.775
457617.749,4099451.893,3443.680
457617.581,4099451.044,3443.550
457617.322,4099450.296,3443.509
457616.828,4099449.665,3443.338
457616.409,4099449.047,3443.150
457616.281,4099448.438,3443.035
457615.983,4099447.795,3442.856
457615.539,4099447.148,3442.690
457615.276,4099446.568,3442.640
457614.997,4099446.469,3442.588
457614.488,4099446.279,3442.388
457614.201,4099445.866,3442.336
457613.989,4099445.424,3442.184
457613.506,4099445.179,3442.102
457612.993,4099444.928,3441.833
457612.572,4099444.556,3441.766
457612.160,4099444.240,3441.697
457611.670,4099443.895,3441.466
457611.237,4099443.451,3441.265
457610.865,4099443.076,3441.223
457610.490,4099442.521,3441.120
457610.200,4099442.000,3440.919
457609.773,4099441.513,3440.789
457609.356,4099441.148,3440.634
457609.037,4099440.881,3440.567
457608.682,4099440.560,3440.480
457608.550,4099440.120,3440.245
457608.281,4099439.611,3439.981
457607.847,4099439.293,3439.848
457607.247,4099438.940,3439.657
457606.675,4099438.338,3439.706
457606.294,4099437.470,3439.539
457606.009,4099436.700,3439.513
457605.664,4099436.455,3439.244
457605.328,4099436.043,3439.199
457605.316,4099435.567,3439.177
457605.287,4099434.868,3439.046
457605.209,4099434.195,3438.934
457604.734,4099433.798,3438.920
457604.083,4099433.669,3438.699
457603.459,4099433.322,3438.571
457602.940,4099432.761,3438.461
457602.475,4099432.042,3438.365
457601.965,4099431.482,3438.190
457601.567,4099431.182,3438.177
457601.250,4099431.178,3438.079
457601.457,4099430.881,3438.129
457601.063,4099430.457,3438.088
457601.171,4099430.539,3438.106
457600.634,4099430.481,3437.987
457600.076,4099429.489,3437.633
457599.475,4099429.135,3437.719
457598.819,4099429.145,3437.478
457598.739,4099429.127,3437.505
457598.921,4099428.837,3437.534
457598.461,4099428.392,3437.588
457598.431,4099428.192,3437.486
457597.953,4099427.590,3437.418
457597.466,4099427.046,3437.335
457597.109,4099426.425,3437.301
457596.946,4099425.798,3437.275
457596.468,4099425.325,3437.101
457595.934,4099425.035,3436.972
457595.431,4099424.589,3436.902
457595.073,4099424.044,3436.769
457594.553,4099423.666,3436.638
457593.987,4099423.088,3436.579
457593.698,4099422.431,3436.456
457593.137,4099421.791,3436.368
457592.469,4099421.484,3436.331
457591.973,4099421.124,3436.128
457591.337,4099420.750,3436.011
457590.569,4099420.483,3435.939
457589.837,4099420.110,3435.820
457589.028,4099419.829,3435.637
457588.308,4099419.647,3435.527
457587.724,4099419.560,3435.404
457587.382,4099419.201,3435.311
457587.208,4099418.462,3435.289
457586.847,4099417.910,3435.199
457586.246,4099417.585,3435.117
457585.636,4099417.216,3434.951
457585.253,4099416.663,3434.900
457584.676,4099416.291,3434.777
457584.192,4099415.962,3434.706
457583.706,4099415.468,3434.607
457583.222,4099414.689,3434.380
457582.760,4099414.183,3434.352
457582.248,4099414.003,3434.297
457581.831,4099413.516,3434.179
457581.255,4099413.042,3434.162
457580.747,4099412.734,3434.111
457580.179,4099412.519,3434.036
457579.828,4099412.178,3433.958
457579.413,4099411.822,3433.884
457578.908,4099411.584,3433.856
457578.281,4099411.147,3433.684
457577.779,4099410.655,3433.622
457577.392,4099410.291,3433.606
457576.877,4099410.033,3433.443
457576.257,4099409.523,3433.365
457575.668,4099409.057,3433.274
457574.962,4099408.606,3433.225
457574.320,4099408.379,3433.174
457573.723,4099408.136,3433.152
457573.083,4099407.677,3433.018
457572.341,4099407.386,3432.996
457571.852,4099407.273,3432.979
457571.199,4099406.983,3432.988
457570.582,4099406.704,3433.013
457569.938,4099406.126,3432.953
457569.369,4099405.744,3432.955
457568.780,4099405.368,3432.926
457568.196,4099405.027,3432.908
457567.659,4099404.534,3432.889
457567.225,4099404.074,3432.805
457566.769,4099403.573,3432.781
457566.444,4099403.026,3432.790
457566.099,4099402.446,3432.703
457565.916,4099401.954,3432.705
457565.493,4099401.707,3432.684
457565.087,4099401.188,3432.637
457564.720,4099400.612,3432.593
457564.449,4099400.057,3432.489
457564.253,4099399.434,3432.457
457563.916,4099398.646,3432.375
457563.591,4099397.951,3432.389
457563.023,4099397.311,3432.290
457562.406,4099396.690,3432.217
457561.863,4099396.189,3432.230
457561.458,4099395.538,3432.095
457561.106,4099394.901,3431.995
457560.703,4099394.320,3431.979
457560.155,4099393.782,3431.913
457559.753,4099393.099,3431.896
457559.339,4099392.403,3431.824
457559.065,4099391.580,3431.692
