457558.758,4099390.834,3431.670
457558.147,4099390.309,3431.615
457557.511,4099389.708,3431.508
457557.093,4099389.103,3431.434
457556.738,4099388.423,3431.385
457556.293,4099387.881,3431.255
457555.801,4099387.471,3431.107
457555.579,4099386.977,3430.905
457555.463,4099386.219,3430.801
457555.277,4099385.540,3430.657
457554.982,4099385.053,3430.510
457554.544,4099384.617,3430.349
457554.041,4099384.160,3430.158
457553.519,4099383.687,3429.954
457553.139,4099383.267,3429.808
457552.740,4099382.757,3429.523
457552.488,4099382.185,3429.343
457552.124,4099381.667,3429.181
457551.629,4099381.295,3429.117
457551.195,4099381.012,3429.001
457550.710,4099380.708,3428.880
457550.387,4099380.458,3428.775
457550.335,4099380.301,3428.665
457549.855,4099380.048,3428.514
457549.450,4099379.763,3428.364
457549.054,4099379.489,3428.175
457548.643,4099379.184,3428.037
457548.173,4099378.873,3427.982
457547.820,4099378.716,3427.928
457547.507,4099378.646,3427.914
457547.386,4099378.194,3427.853
457547.164,4099377.817,3427.789
457546.914,4099377.419,3427.684
457546.594,4099377.019,3427.580
457546.298,4099376.531,3427.507
457546.040,4099376.087,3427.428
457545.933,4099375.639,3427.346
457545.701,4099375.503,3427.289
457545.504,4099375.270,3427.297
457545.359,4099374.968,3427.216
457545.117,4099374.982,3427.169
457545.042,4099374.683,3427.098
457544.913,4099374.668,3427.100
457544.896,4099374.635,3427.108
457544.822,4099374.595,3427.083
457544.481,4099374.247,3426.872
457544.032,4099373.839,3426.724
457543.606,4099373.438,3426.620
457543.175,4099373.078,3426.495
457542.766,4099372.727,3426.309
457542.431,4099372.417,3426.212
457542.050,4099372.033,3426.025
457541.645,4099371.632,3425.871
457541.142,4099371.130,3425.757
457540.894,4099370.636,3425.576
457540.593,4099369.920,3425.279
457540.164,4099369.579,3425.210
457539.731,4099369.470,3425.073
457539.485,4099369.170,3424.974
457539.091,4099368.930,3424.896
457538.943,4099368.687,3424.821
457538.812,4099368.366,3424.583
457538.513,4099367.976,3424.287
457538.244,4099367.558,3424.161
457537.894,4099367.123,3423.999
457537.393,4099366.733,3423.821
457537.020,4099366.339,3423.628
457536.667,4099365.787,3423.466
457536.381,4099365.305,3423.304
457536.034,4099364.797,3423.123
457535.756,4099364.465,3423.071
457535.200,4099364.304,3422.902
457534.333,4099363.913,3422.626
457533.676,4099363.742,3422.485
457532.954,4099363.742,3422.331
457532.400,4099363.606,3422.241
457531.952,4099363.454,3422.126
457531.429,4099363.251,3421.976
457531.000,4099363.044,3421.882
457530.725,4099362.993,3421.761
457530.318,4099362.879,3421.650
457530.210,4099362.308,3421.502
457530.021,4099361.602,3421.334
457529.871,4099360.863,3421.193
457529.564,4099360.193,3421.041
457529.436,4099359.523,3420.907
457529.440,4099358.787,3420.732
457529.343,4099357.987,3420.636
457529.169,4099357.206,3420.449
457528.902,4099356.744,3420.389
457528.476,4099356.103,3420.176
457528.090,4099355.478,3419.988
457527.815,4099355.066,3419.920
457527.710,4099354.630,3419.716
457527.380,4099354.018,3419.588
457527.003,4099353.622,3419.501
457526.566,4099353.155,3419.282
457526.227,4099352.419,3419.074
457525.986,4099351.750,3418.996
457525.427,4099351.077,3418.753
457524.860,4099350.479,3418.555
457524.490,4099349.851,3418.428
457523.998,4099349.224,3418.290
457523.574,4099348.670,3418.074
457523.215,4099347.964,3417.947
457522.871,4099346.992,3417.707
457522.459,4099346.107,3417.632
457522.269,4099345.208,3417.534
457522.016,4099344.258,3417.408
457521.648,4099343.500,3417.318
457520.998,4099342.825,3417.109
457520.412,4099342.267,3416.957
457519.816,4099341.622,3416.876
457519.241,4099340.838,3416.680
457518.767,4099340.051,3416.556
457518.211,4099339.294,3416.364
457517.794,4099338.441,3416.222
457517.477,4099337.529,3416.124
457517.081,4099336.723,3415.986
457516.852,4099335.778,3415.867
457516.594,4099335.192,3415.825
457516.111,4099334.425,3415.645
457515.891,4099333.916,3415.645
457515.560,4099333.513,3415.618
457515.383,4099333.002,3415.547
457515.188,4099332.412,3415.457
457515.028,4099331.758,3415.356
457514.969,4099331.123,3415.213
457514.694,4099330.149,3415.081
457514.880,4099329.478,3415.087
457514.713,4099329.074,3415.055
457514.749,4099328.291,3414.984
457514.774,4099327.492,3414.892
457514.854,4099326.834,3414.789
457514.700,4099325.937,3414.690
457514.359,4099325.152,3414.397
457513.639,4099324.225,3414.238
457512.899,4099323.596,3414.315
457512.441,4099323.130,3414.261
457511.809,4099322.767,3414.114
457511.216,4099322.233,3413.994
457510.623,4099321.642,3413.928
457510.101,4099321.020,3413.824
457509.481,4099320.694,3413.662
457508.764,4099320.027,3413.648
457508.228,4099319.497,3413.666
457507.390,4099318.959,3413.566
457506.779,4099318.254,3413.564
457506.067,4099317.523,3413.358
457505.501,4099316.590,3413.304
457504.903,4099315.850,3413.294
457504.424,4099315.334,3413.249
457504.183,4099315.016,3413.295
457504.136,4099314.586,3413.263
457503.550,4099314.237,3413.212
457503.161,4099313.746,3413.128
457502.871,4099313.180,3413.114
457502.685,4099312.770,3413.098
457502.319,4099312.168,3413.046
457501.943,4099311.443,3412.985
457501.654,4099310.848,3412.851
457501.376,4099310.272,3412.836
457500.925,4099309.593,3412.734
457500.474,4099308.857,3412.718
457500.117,4099308.363,3412.645
457499.780,4099307.845,3412.622
457499.783,4099307.212,3412.577
457499.550,4099306.552,3412.478
457499.280,4099305.840,3412.374
457499.167,4099305.109,3412.343
457498.899,4099304.441,3412.267
457498.688,4099303.852,3412.209
457498.576,4099303.186,3412.152
457498.459,4099302.370,3412.042
457498.152,4099301.449,3411.873
457497.841,4099300.623,3411.886
457497.521,4099299.805,3411.819
457497.017,4099299.095,3411.657
457496.598,4099298.335,3411.616
457496.252,4099297.389,3411.444
457496.083,4099296.666,3411.452
457496.026,4099295.874,3411.353
457495.970,4099295.033,3411.325
457495.598,4099294.453,3411.221
457495.253,4099293.780,3411.164
457495.383,4099293.318,3411.143
457494.979,4099293.253,3411.089
457494.628,4099292.834,3411.029
457494.064,4099292.312,3410.964
457493.581,4099292.007,3410.943
457493.284,4099291.464,3410.841
457493.024,4099290.843,3410.721
457492.650,4099289.853,3410.599
457492.443,4099289.144,3410.526
457492.061,4099288.221,3410.349
457491.733,4099287.385,3410.358
457491.497,4099286.749,3410.261
457491.074,4099285.798,3410.168
457490.738,4099284.861,3409.965
457490.323,4099283.837,3409.833
457489.863,4099282.784,3409.766
457489.379,4099281.773,3409.650
457488.990,4099280.782,3409.540
457488.556,4099279.761,3409.478
457488.005,4099279.318,3409.455
457488.022,4099279.286,3409.425
