0,1683.002
0.03902,1682.998
0.078,1682.996
0.1171,1682.994
0.1561,1682.991
0.1951,1682.989
0.2341,1682.986
0.2731,1682.984
0.3121,1682.982
0.3512,1682.98
0.3902,1682.978
0.4292,1682.975
0.4682,1682.969
0.507,1682.964
0.546,1682.958
0.585,1682.953
0.624,1682.947
0.663,1682.943
0.702,1682.939
0.741,1682.935
0.78,1682.932
0.819,1682.927
0.858,1682.921
0.897,1682.915
0.936,1682.908
0.975,1682.902
1.014,1682.896
1.054,1682.892
1.093,1682.889
1.132,1682.886
1.171,1682.883
1.21,1682.88
1.249,1682.877
1.288,1682.875
1.327,1682.872
1.366,1682.87
1.405,1682.867
1.444,1682.865
1.483,1682.862
1.522,1682.86
1.561,1682.858
1.6,1682.856
1.639,1682.853
1.678,1682.851
1.717,1682.849
1.756,1682.847
1.795,1682.844
1.834,1682.842
1.873,1682.837
1.912,1682.833
1.951,1682.828
1.99,1682.824
2.029,1682.82
2.068,1682.815
2.107,1682.81
2.146,1682.805
2.185,1682.801
2.224,1682.796
2.263,1682.79
2.302,1682.784
2.341,1682.779
2.38,1682.773
2.419,1682.767
2.458,1682.762
2.497,1682.758
2.536,1682.753
2.575,1682.748
2.614,1682.743
2.653,1682.74
2.692,1682.737
2.731,1682.734
2.77,1682.731
2.809,1682.728
2.848,1682.725
2.887,1682.722
2.926,1682.719
2.965,1682.715
3.004,1682.712
3.043,1682.709
3.082,1682.707
3.121,1682.705
3.161,1682.703
3.2,1682.701
3.239,1682.699
3.278,1682.695
3.317,1682.692
3.356,1682.688
3.395,1682.685
3.434,1682.682
3.473,1682.678
3.512,1682.675
3.551,1682.672
3.59,1682.669
3.629,1682.666
3.668,1682.664
3.707,1682.662
3.746,1682.66
3.785,1682.658
3.824,1682.656
3.863,1682.655
3.902,1682.654
3.941,1682.652
3.98,1682.651
4.019,1682.65
4.058,1682.649
4.097,1682.649
4.136,1682.648
4.175,1682.647
4.214,1682.646
4.253,1682.646
4.292,1682.645
4.331,1682.645
4.37,1682.644
4.409,1682.644
4.448,1682.642
4.487,1682.641
4.526,1682.64
4.565,1682.638
4.604,1682.637
4.643,1682.635
4.682,1682.634
4.721,1682.632
4.76,1682.631
4.799,1682.63
4.838,1682.628
4.877,1682.625
4.916,1682.622
4.955,1682.619
4.994,1682.616
5.033,1682.613
5.072,1682.609
5.111,1682.605
5.15,1682.601
5.189,1682.597
5.229,1682.593
5.268,1682.588
5.307,1682.583
5.346,1682.578
5.385,1682.573
5.424,1682.568
5.463,1682.562
5.502,1682.556
5.541,1682.549
5.58,1682.543
5.619,1682.536
5.658,1682.532
5.697,1682.529
5.736,1682.525
5.775,1682.521
5.814,1682.517
5.853,1682.513
5.892,1682.508
5.931,1682.504
5.97,1682.499
6.009,1682.494
6.048,1682.491
6.087,1682.49
6.126,1682.488
6.165,1682.486
6.204,1682.484
6.243,1682.482
6.282,1682.479
6.321,1682.477
6.36,1682.475
6.399,1682.472
6.438,1682.471
6.477,1682.47
6.516,1682.469
6.555,1682.469
6.594,1682.468
6.633,1682.468
6.672,1682.467
6.711,1682.467
6.75,1682.466
6.789,1682.466
6.828,1682.465
6.867,1682.464
6.906,1682.462
6.945,1682.46
6.984,1682.459
7.023,1682.457
7.062,1682.456
7.101,1682.454
7.14,1682.453
7.179,1682.452
7.218,1682.45
7.257,1682.448
7.296,1682.446
7.336,1682.444
7.375,1682.442
7.414,1682.44
7.453,1682.439
7.492,1682.439
7.531,1682.438
7.57,1682.438
7.609,1682.437
7.648,1682.436
7.687,1682.436
7.726,1682.435
7.765,1682.434
7.804,1682.433
7.843,1682.432
7.882,1682.431
7.921,1682.429
7.96,1682.428
7.999,1682.426
8.038,1682.425
8.077,1682.422
8.116,1682.42
8.155,1682.418
8.194,1682.415
8.233,1682.413
8.272,1682.41
8.311,1682.406
8.35,1682.403
8.389,1682.4
8.428,1682.397
8.467,1682.393
8.506,1682.388
8.545,1682.384
8.584,1682.38
8.623,1682.375
8.662,1682.372
8.701,1682.369
8.74,1682.365
8.779,1682.362
8.818,1682.359
8.857,1682.354
8.896,1682.349
8.935,1682.344
8.974,1682.338
9.013,1682.333
9.052,1682.328
9.091,1682.324
9.13,1682.319
9.169,1682.315
9.208,1682.311
9.247,1682.306
9.286,1682.302
9.325,1682.297
9.364,1682.293
9.404,1682.288
9.443,1682.285
9.482,1682.282
9.521,1682.28
9.56,1682.277
9.599,1682.274
9.638,1682.272
9.677,1682.268
9.716,1682.265
9.755,1682.262
9.794,1682.259
9.833,1682.255
9.872,1682.251
9.911,1682.246
9.95,1682.241
9.989,1682.236
10.028,1682.232
10.067,1682.227
10.106,1682.221
10.145,1682.216
10.184,1682.211
10.223,1682.205
10.262,1682.198
10.301,1682.191
10.34,1682.183
10.379,1682.176
10.418,1682.169
10.457,1682.16
10.496,1682.151
10.535,1682.141
10.574,1682.132
10.613,1682.122
10.652,1682.113
10.691,1682.104
10.73,1682.095
10.769,1682.086
10.808,1682.076
10.847,1682.065
10.886,1682.051
10.925,1682.037
10.964,1682.023
11.003,1682.01
